date,open,high,low,close,volume
2024-08-28,171.32,172.465,166.2,169.2,10581371
2024-08-29,168.65,175.42,167.51,169.15,13213194
2024-08-30,170.055,172.23,168.75,171.7,9481403
2024-09-03,168,168.679,159.8,160.49,18464355
2024-09-04,159.3,163.88,158.95,160.87,11317391
2024-09-05,161.54,164.59,161.05,163.7,10260578
2024-09-06,164.89,165.4053,156.01,156.82,14964411
2024-09-09,160.76,163.1,160.25,162.78,10339023
2024-09-10,162.89,162.89,157.6931,162.43,11910831
2024-09-11,163.8,170.38,161.42,170.23,15059547
2024-09-12,170.6,172.15,169,171.43,13415497
2024-09-13,172.24,174.765,171.45,172.5,8787842
2024-09-16,169.91,170.56,166.77,169.08,12194259
2024-09-17,169.35,170.2402,166.355,167.35,8582819
2024-09-18,168.46,171.6,167,167.28,9115969
2024-09-19,174.38,177.78,172.63,176.22,15855048
2024-09-20,174.87,176.02,173.6501,174.08,18429784
2024-09-23,174.84,175.4,173.7,174.76,5794249
2024-09-24,179.5,182.78,177.05,181.97,14576105
2024-09-25,181.52,183.82,181.21,182.35,8280927
2024-09-26,188.495,189.33,183.8,186.83,15103400
2024-09-27,185.84,185.94,177.4,177.97,17908399
2024-09-30,174.27,176.82,171.93,173.67,13561649
2024-10-01,175.31,175.99,170.78,172.07,11850168
2024-10-02,172.96,176.9739,170.7899,175.8,11164365
2024-10-03,175.8,180.79,175.1218,179.48,12555033
2024-10-04,179.7,181.23,177.55,181.16,10001896
2024-10-07,181.6,185,180.93,184.51,12054159
2024-10-08,184.96,186.54,182.03,186.05,10394172
2024-10-09,187.8,188,182.26,187.14,11925013
2024-10-10,185.86,187.08,184.4,185.78,6443849
2024-10-11,188.17,191.4899,188.01,190.81,12163858
2024-10-14,190.61,194.25,190.5029,192.21,11714387
2024-10-15,192.96,193.62,184.25,187.13,21812670
2024-10-16,189.78,190.01,186.66,187.48,18689223
2024-10-17,203.35,212.6,201.97,205.84,62274668
2024-10-18,205.95,205.95,200.76,200.78,21030823
2024-10-21,200.81,203.44,199.66,201.95,14819950
2024-10-22,199.07,200.17,197.11,198.48,11165073
2024-10-23,196.68,203.13,196.23,200.86,16535701
2024-10-24,198.96,200.5,197.41,197.93,9935780
2024-10-25,200.25,205.2,200,203.44,13434862
2024-10-28,199.26,199.74,194.5201,194.68,20135345
2024-10-29,194.39,198.79,193.6,196.94,13779107
2024-10-30,194.38,195.45,192.61,194.48,10007766
2024-10-31,192.86,192.86,187.66,190.54,13062658
2024-11-01,194.2,198.17,192.55,192.95,12691190
2024-11-04,193.7,194.36,190.6,191.56,10917292
2024-11-05,193.58,198.34,193.49,195.76,10339213
2024-11-06,192.04,194.26,188.5,193.22,19834867
2024-11-07,196.31,202.01,196.25,201.19,14865161
2024-11-08,203.89,206.61,200.02,201.2,13112091
2024-11-11,197.96,198.2,191.49,194.05,16610009
2024-11-12,193.83,194,189.72,191.77,11818985
2024-11-13,192.443,192.48,186.5,186.66,13882151
2024-11-14,188.4,192.66,187.535,188.5,11453908
2024-11-15,188.18,188.8,184.81,186.01,9834757
2024-11-18,184.35,188,183.49,187.48,10694009
2024-11-19,189.13,190.02,188.02,189.67,9390115
2024-11-20,188.85,188.85,184.06,188.36,10624495
2024-11-21,189.41,192.3,186.74,191.24,18137330
2024-11-22,192.95,193,189.43,190.08,8838925
2024-11-25,188.09,188.25,183.71,185.08,14380026
2024-11-26,185.4,185.9,182.33,183.84,10186572
2024-11-27,182,182.45,178.05,181.19,9895248
2024-11-29,181.51,186.95,181.18,184.66,8045290
2024-12-02,189.34,195.29,188.94,194.4,16646881
2024-12-03,193.5,199,192.6,198.89,11217660
2024-12-04,199.85,202.6,198.27,200.69,12761061
2024-12-05,201.25,205.63,200.75,204.3,12483722
2024-12-06,202,203.19,199.93,203.02,9672870
2024-12-09,200.93,203.125,198.98,199.17,9699663
2024-12-10,199.1,199.91,190.37,191.94,15307905
2024-12-11,194.67,196,193.26,194.6,9027611
2024-12-12,194.63,195.42,191.29,191.46,7944938
2024-12-13,198.51,202.54,197.27,200.99,19476980
2024-12-16,203.2,205.5,200.87,202.22,15139257
2024-12-17,201,202.4,197.47,200.66,11169364
2024-12-18,203,205.24,193.96,195.56,14721065
2024-12-19,198.4,198.57,193.95,194.64,10553405
2024-12-20,192.6,198.08,191.98,197.21,16170143
2024-12-23,201,208.0499,200.905,207.36,17847038
2024-12-24,205.92,207.2,204.55,206.33,7634490
2024-12-26,205.5,208.16,202.89,203.06,8053235
2024-12-27,204.5,204.5,199.05,201.63,10664418
2024-12-30,199.84,201.967,198.48,200.39,11235213
2024-12-31,200.79,201.78,197.36,197.49,6427867
2025-01-02,197,203.7699,196.69,201.58,10951425
2025-01-03,204.1,208.8,203.7,208.61,10261948
2025-01-06,218.77,222.2,215.693,220.01,24339947
2025-01-07,221.24,221.48,211.32,211.42,17010000
2025-01-08,209.97,210.3,205.92,207.12,13262732
2025-01-10,207.6,209.9791,203.23,208.37,17265198
2025-01-13,200.52,203.59,200.05,201.36,16612392
2025-01-14,205.185,206.26,198.5,201.45,14182944
2025-01-15,202.49,209.04,199.35,206.8,18286492
2025-01-16,218.89,221.95,213.17,214.79,38539551
2025-01-17,215.17,215.68,211.06,211.5,21606103
2025-01-21,214.46,220.15,212.05,218.7,19061304
2025-01-22,221.95,225.43,219.31,223.2,17294474
2025-01-23,220.1,224.7,219.41,224.62,8986795
2025-01-24,226.22,226.4,220.96,221.88,13183798
2025-01-27,197.04,207,187.665,192.31,68667472
2025-01-28,195.65,202.84,192.46,202.4,31738835
2025-01-29,204.49,206.45,199.75,202.33,15199493
2025-01-30,206.57,209.62,205.4161,208.15,13538952
2025-01-31,209.93,215,208.2,209.32,15781905
2025-02-03,199.63,204.99,197.98,199.8,17719766
2025-02-04,204.07,205.75,202.08,204.05,12692908
2025-02-05,206,210.48,203.83,208.57,10997769
2025-02-06,210.055,211.18,207,210.5,8491436
2025-02-07,213.01,213.18,205.72,206.12,11616199
2025-02-10,208,209.98,206.53,207.95,9296479
2025-02-11,205.13,209.84,201,208.74,9224508
2025-02-12,204.9,207.0691,203.01,206.38,7373675
2025-02-13,201.88,202.3,199.23,201.83,15580928
2025-02-14,199.98,206.25,197.4605,203.9,23220332
2025-02-18,204.755,205.85,200.52,202.74,14988136
2025-02-19,202.01,202.6,200.02,200.95,13163071
2025-02-20,200.28,200.34,197.61,200.1,10639333
2025-02-21,201.33,202.69,196.01,198.24,13757337
2025-02-24,196.88,198.79,191.46,191.65,15114277
2025-02-25,190.65,193.53,187.468,189.37,20580951
2025-02-26,191.09,196.08,191.09,194.62,14112250
2025-02-27,194.69,194.77,181.08,181.09,24219211
2025-02-28,179.31,182.16,175.52,180.53,27929427
2025-03-03,181.15,181.57,171.07,172.97,37402998
2025-03-04,175.06,183.6,174.18,180,29395234
2025-03-05,183,184.74,180.72,184.28,17333996
2025-03-06,178.575,181.55,175.79,175.85,17864290
2025-03-07,175.79,178.47,171.02,177.1,21012687
2025-03-10,172.47,174.89,167.91,170.65,18265099
2025-03-11,170.65,173.3346,168.1,170.97,16561137
2025-03-12,175.6,178.13,174.76,177.17,14737610
2025-03-13,173.89,173.89,170.5,171.59,14381570
2025-03-14,172.65,174.37,171.9309,174.09,11449411
2025-03-17,173.95,177.16,173.82,176.24,9678112
2025-03-18,174.38,174.5755,170.4324,173.13,9986033
2025-03-19,173,175.73,171.74,173.76,10678482
2025-03-20,174.85,178.67,174.55,177.47,12209690
2025-03-21,174.91,177.2,173.7918,176.73,9993226
2025-03-24,179.99,182.925,179.675,181.16,11440018
2025-03-25,182.47,182.51,179.8,180.9,8718753
2025-03-26,179.23,179.55,171.4662,173.5,14644601
2025-03-27,171.39,171.61,167.55,168.24,17559075
2025-03-28,168.04,168.63,164.06,165.25,16331998
2025-03-31,160.36,166.13,159.73,166,19408272
2025-04-01,166.39,168.87,165.06,168.64,9180009
2025-04-02,166.85,171.75,166.345,170.39,10072689
2025-04-03,160.06,161.8,157.21,157.38,28370483
2025-04-04,150.89,151.31,144.84,146.8,36085144
2025-04-07,134.51,153.75,134.25,146.17,46388328
2025-04-08,151.98,152.61,138.98,141.37,30479663
2025-04-09,140.2,160.62,137.9,158.75,45612516
2025-04-10,155.5,156,146.91,151.13,24503452
2025-04-11,156,158.01,153.25,157.08,19632205
2025-04-14,158.3,158.59,154.03,155.84,17509449
2025-04-15,156.485,158.25,156.05,157.33,14306631
2025-04-16,150.6,153.54,148.49,151.67,23806098
2025-04-17,156.05,157.5,151.4469,151.74,27239900
2025-04-21,149.99,150.28,145.84,147.86,15170478
2025-04-22,148,152.5996,147.4401,151.4,12668584
2025-04-23,159.37,160.38,156,157.81,17667929
