date,open,high,low,close,volume
2024-08-28,76,76.18,73.71,74.63,4758900
2024-08-29,75.93,78.61,75.48,76.3,4845175
2024-08-30,78.12,78.47,76.66,77.87,4811900
2024-09-03,76.41,76.41,69.92,70.76,10785948
2024-09-04,69.89,72.16,69.28,70.53,6158386
2024-09-05,69.67,71.9,69.41,70.25,4791544
2024-09-06,70.01,71.2795,67.41,67.92,8467488
2024-09-09,68.8,70.24,68.59,69.39,6394643
2024-09-10,68.32,68.3499,66.96,68.23,4376731
2024-09-11,68.46,70.73,66.36,70.58,7463380
2024-09-12,70.07,70.1,68.2,69.33,4173802
2024-09-13,70.04,72.17,70.02,71.72,5495254
2024-09-16,70.8,71.46,69.15,70.37,4388577
2024-09-17,71.47,72.3,70.52,71.42,2711625
2024-09-18,71.29,73.36,70.15,70.64,4118445
2024-09-19,73.82,74.99,72.62,73.35,8075431
2024-09-20,71.04,71.44,68.39,69.57,12073724
2024-09-23,69.98,70.78,69.5,69.74,5107508
2024-09-24,70.9,72.32,69.9,70.47,4656532
2024-09-25,69.82,70.53,69.1,69.65,3331439
2024-09-26,72.365,73.91,70.09,73.32,5753089
2024-09-27,74.6,75.88,73.79,74.39,5289226
2024-09-30,72.31,73.54,71.22,72.61,6823415
2024-10-01,72.47,73.115,70.3,71.05,5971868
2024-10-02,71.09,72.56,70.39,71.51,4333157
2024-10-03,70.61,71.46,69.5,70.33,3652154
2024-10-04,72.27,72.68,70.93,71.54,4772111
2024-10-07,70.62,71.25,70.04,71.09,3790259
2024-10-08,70.84,71.14,69.46,70.53,3779207
2024-10-09,70.35,71.19,69.805,71,3872963
2024-10-10,69.88,70.39,69.16,70.31,4044846
2024-10-11,69.175,71.64,69,70.33,5136328
2024-10-14,71,72.968,70.04,72.79,4935066
2024-10-15,72.71,74.18,68.635,69.32,9303887
2024-10-16,70.66,71.205,68.91,69.03,7299714
2024-10-17,70.79,71.3,68.8,69.24,6293368
2024-10-18,70.46,70.57,68.29,68.49,5202408
2024-10-21,68.1,68.35,65.77,67.14,6743706
2024-10-22,66.67,67.0592,65.68,66.54,6921420
2024-10-23,69.36,69.68,66.47,67.97,9256146
2024-10-24,69.53,70.14,68.36,70.08,7567049
2024-10-25,70.6,72.98,70.565,71.25,10772095
2024-10-28,67.295,75.2,66.62,72.24,16687277
2024-10-29,72.24,75.199,70.62,74.7,8222477
2024-10-30,73.65,76.06,72.815,73.63,8087738
2024-10-31,73.355,73.44,69.275,70.49,9975314
2024-11-01,70.5,72.5,70.16,70.99,5551376
2024-11-04,70.25,71.36,69.37,69.5,4008450
2024-11-05,69.34,70.615,68.48,70.2,5019611
2024-11-06,72.505,73.3,71.36,72.27,7771869
2024-11-07,73.15,73.4634,71.94,72.05,5027720
2024-11-08,71,71.42,69.645,70.41,4742553
2024-11-11,71,71.01,68.795,69.96,6632567
2024-11-12,69.9,71.3,68.99,70.23,4852659
2024-11-13,69,69.8094,67.83,68.49,5676448
2024-11-14,68.64,69.18,66.8,67.02,6420678
2024-11-15,66.305,66.83,64.59,64.76,6231111
2024-11-18,64.48,66.58,64.32,66.48,6371687
2024-11-19,66.465,67.22,66,66.65,5746316
2024-11-20,65.57,67.36,65.465,67.31,5098049
2024-11-21,67.9,69.12,66.45,68.47,4724630
2024-11-22,68.02,69.715,67.51,69.62,4092461
2024-11-25,71.16,73.49,70.31,72.39,6575627
2024-11-26,73.35,73.43,69.97,70.82,5136809
2024-11-27,70.31,71.33,69.136,70.35,3724826
2024-11-29,71,72.53,70.6,71.12,2900257
2024-12-02,71,74.52,70.7501,73.95,6457257
2024-12-03,72.42,73.19,69.69,69.81,8883138
2024-12-04,70.51,70.51,65.35,65.97,13169473
2024-12-05,65.88,66.855,65.145,65.74,8527449
